SNO,Author,Title,Year,Department,Course,
7012,"REID, FIACH",NETWORK PROGRAMMING IN .NET /,2003,ECE,EEE,
7605,"ANAND, ROHIT",NETWORK SECURITY /,2016,ECE,DECE,
7967,"HARRINGTON, JAN L.",NETWORK SECURITY /,2016,ECE,DECE,
7714,"KAUFMAN, CHARLIE",NETWORK SECURITY /,2015,ECE,ECE,
7030,"COLE, ERIC",NETWORK SECURITY BIBLE /,2002,ECE,ECE,
7506,"GHOSH, SMARAJIT",NETWORK THEORY /,2007,ECE,ECE,
39547,"JAGAN,  N.C.",NETWORK THEORY /,2014,ECE,DCSE,
8088,"HALLBERG, BRUCE",NETWORKING /,,ECE,ECE,
8269,"RACKLEY, STEVE",NETWORKING /,2002,ECE,EEE,
45671,GATE FORUM,NETWORKS,,ECE,CSC,
7647,"ANIL KUMAR, T.",NETWORKS AND TRANSMISSION LINES /,2012,ECE,ECE,
7066,"HUDSON, DONNA L.",NEURAL NETWORKS AND ARTIFICIAL INTELLIGENCE FOR BIOMEDICAL ENGINEERING /,2008,ECE,ECE,
7098,"BISHOP CHRISTOPHER, M.",NEURAL NETWORKS FOR PATTERN RECOGNITION /,2016,ECE,DECE,
6999,"EHRLICH, ROBERT.",NINE CRAZY IDEAS IN SCIENCE /,1973,ECE,ECE,
7612,"NATIONAL COUNCIL OF SCIENCE MUSEUMS, INDIA",NOBEL PRIZE WINNERS IN PICTURES (1901-2003) /,,ECE,ECE,
7996,"AGARWAL, GOVIND P.",NON LINEAR FIBRE OPTICS /,2010,ECE,ECE,
7686,"AGRAWAL, GOVIND P.",NON LINEAR FIBRE OPTICS /,2006,ECE,ECE,
7404,"KHAN, B.H.",NON-CONVENTIONAL ENERGY RESOURCES /,2005,ECE,ECE,
7706,"BOYD, ROBERT W.",NONLINEAR OPTICS /,2008,ECE,ECE,
6998,"SHIRALI, SHAILESH",NUMBER SEQUENCES /,2000,ECE,ECE,
7927,"BURDEN, RICHARD L.",NUMERICAL ANALYSIS /,,ECE,ECE,
7216,"HARIBASKARAN, G.",NUMERICAL METHODS /,2006,ECE,ECE,
7371,"SANKARA RAO, K.",NUMERICAL METHODS FOR SCIENTISTS AND ENGINEERS /,2006,ECE,ECE,
7719,"MATHEWS, JOHN H.",NUMERICAL METHODS USING MATLAB /,1999,ECE,EEE,
7368,"GHOSH, PALLAB",NUMERICAL METHODS WITH COMPUTER PROGRAMS IN C++ /,2006,ECE,ECE,
8391,"JENSEN, BERNARD",NUTRITION HAND BOOK /,2006,ECE,EEE,
8067,"KAHATE, ATUL",OBJECT ORIENTED ANALYSIS AND DESIGN /,2006,ECE,ECE,
7073,"GILBERT, STEPHEN",OBJECT ORIENTED PROGRAMMING IN JAVA /,1995,ECE,ECE,
8101,"CHANDRA, B.",OBJECT ORIENTED PROGRAMMING USING C++ /,1997,ECE,ECE,
8065,"THOMAS, WU C.",OBJECT ORIENTED PROGRAMMING WITH JAVA /,2006,ECE,ECE,
8073,"TSANG, CURTIS H.K.",OBJECT-ORIENTED TECHNOLOGY /,2006,ECE,ECE,
7416,"PRASAD, HARI MOHAN",OBJECTIVE ENGLISH FOR COMPETETIVE EXAMINATIONS /,2016,ECE,DECE,
6886,"DAWES, CHIP",OCA/OCP /,1997,ECE,CSE,
6903,"STUNS, DOUG",OCP ORACLE 9i DBA FUNDAMENTALS - 2 /,1997,ECE,ECE,
7550,"SIRCAR, KAUSHIK",OF GUTS AND GLORY /,2003,ECE,ECE,
6751,"KALAM, ABDUL, A.P.J.",OKA VIJETHA ATMAKATHA /,2005,ECE,ECE,
6969,"RAMANATHAN, HEMA",ONWARD ENGLISH /,2008,ECE,ECE,
7681,"DEB, KALYANMOY",OPATIMIZATION FOR ENGINEERING DESIGN ALGORITHMS AND EXAMPLES /,2015,ECE,ECE,
7218,"GILL, P.S.",OPERATING SYSTEM CONCEPTS /,2006,ECE,ECE,
7273,"TSIVIDIS, YANNIS",OPERATION AND MODELLING OF THE MOS TRANSISTOR /,1994,ECE,ECE,
7988,"GAITHER, NORMAN",OPERATIONS MANAGEMENT /,2016,ECE,DECE,
7537,"TIWARI, N.K.",OPERATIONS RESEARCH /,2003,ECE,ECE,
8020,"ARUMUGAM, M.",OPTICAL COMMUNICATION /,1999,ECE,ECE,
8009,"KARIM, MOHAMMAD A.",OPTICAL COMPUTING /,1980,ECE,ECE,
39124,,OPTICAL FIBER COMMUNICATION,2017,ECE,CSE,
39174,CHALAM,OPTICAL FIBER COMMUNICATION /,2017,ECE,CSE,
42004,"GANAPATHY HEBBAR,  H.",OPTICAL FIBER COMMUNICATION /,2017,ECE,DECE,
39123,"KARUNA KUMAR,  B",OPTICAL FIBER COMMUNICATION /,2017,ECE,CSE,
39139,"RANGANAYAKULU,  C.",OPTICAL FIBER COMMUNICATION /,2017,ECE,CSE,
8096,"SELVARAJAN, A.",OPTICAL FIBER COMMUNICATION :,1976,ECE,ECE,
8271,"SARKAR, SUBIR KUMAR",OPTICAL FIBERS AND FIBER OPTIC COMMUNICATION SYSTEMS /,2005,ECE,EEE,
43255,NAGESWARARAO G.,OPTICAL MOBILE COMMUNICATION /,2020,ECE,H&S,
43169,"HIMAJA,  I.",OPTICAL& MOBILE COMMUNICATION /,2020,ECE,DH&S,
7718,"BISWAL, PURNACHANDRA",OPTIMIZATION IN ENGINEERING /,2004,ECE,ECE,
7779,"MITAL, K.V.",OPTIMIZATION METHODS IN OPERATIONS RESEARCH AND SYSTEMS ANALYSIS /,1992,ECE,ECE,
8028,"ALLEN, RANDY",OPTIMIZING COMPILERS FOR MODERN ARCHITECTURES /,2001,ECE,ECE,
7763,"GUPTA, S.C.",OPTOELECTRONIC DEVICES AND SYSTEMS /,1996,ECE,ECE,
7065,"JAMES, DAVID",ORACLE /,2006,ECE,ECE,
7059,"KOLETZKE, PETER",ORACLE 9i J DEVELOPER HANDBOOK /,2006,ECE,ECE,
7061,"FREEMAN, ROBERT G.",ORACLE 9i NEW FEATURES /,2007,ECE,ECE,
7062,"URMAN, SCOTT",ORACLE 9i PL/SQL PROGRAMMING /,2008,ECE,ECE,
7058,BROWN BRADLEY,ORACLE 9i WEB DEVELOPMENT /,2008,ECE,ECE,
7060,"CHANG, BEN",ORACLE 9i XML HANDBOOK /,2001,ECE,ECE,
7014,"LONEY, KEVIN",ORACLE DATABASE 10g CR /,2008,ECE,ECE,
7037,"TANANBAUM, ANDREW S.",ORATING SYSTEMS /,2004,ECE,CSE,
6793,"PRASAD, L.M.",ORGANIZATIONAL BEHAVIOUR /,2007,ECE,ECE,
7812,"ALLCORN, SETH",ORGANIZATIONAL DYNAMICS AND INTERVENTION /,2006,ECE,EEE,
6898,"PRASAD, BALAKRISHNA P.",OS PROGRAMMING /,2009,ECE,ECE,
6935,"HAILEY, ARTHUR",OVERLOAD /,2009,ECE,ECE,
7571,"GOPALAKRISHNAN, P.N.",PARTS OF SPEECH /,2006,ECE,EEE,
7615,"CHASE, KATE J.",PC HARDWARE AND A+ HANDBOOK /,2006,ECE,ECE,
8080,"TAXALI, R.K.",PC SOFTWARE :,2007,ECE,ECE,
6967,"HOWARD, PETER",PERFECT YOUR GRAMMAR /,2008,ECE,ECE,
6966,"HOWARD, PETER",PERFECT YOUR PUNCTUATION /,2002,ECE,ECE,
6965,"HOWARD, PETER",PERFECT YOUR SENTENCES /,2007,ECE,ECE,
7975,"JAMISON, CURTIS D.",PERL PROGRAMMING FOR BIOINFORMATICS AND BIOLOGISTS /,1999,ECE,DECE,
7915,"SAPOVAL, B.",PHYSICS & SEMICONDUCORS /,2008,ECE,ECE,
7435,BRITANNICA LEARNING LIBRARY,PLANET EARTH /,2003,ECE,ECE,
7700,"ASGHAR JAMIL, M.S.",POWER ELECTRONICS /,2006,ECE,ECE,
7771,"RAI, HARISH C.",POWER ELECTRONICS /,2007,ECE,ECE,
8006,"JAIN, ALAK",POWER ELECTRONICS AND ITS APPLICATIONS /,2012,ECE,ECE,
7682,"SHEPERED, W.",POWER ELECTRONICS AND MOTOR CONTROL /,2004,ECE,ECE,
6858,"BOSE, BIMAL K.",POWER ELECTRONICS AND VARIABLE FREQUANCY DRIVES /,2000,ECE,ECE,
39545,"RASHID,  MUHAMMAD",POWER ELECTRONICS CIRCUITS DEVICES AND APPLICATIONS /,2012,ECE,DCSE,
6870,"WAKIL, MMEL",POWER PLANT TECHNOLOGY /,2005,ECE,ECE,
8266,"COPESTAKE, STEPHEN",POWER POINT 2003 /,1999,ECE,EEE,
7222,"RAJPUT, R.K.",POWER SYSTEM ENGINEERING /,2006,ECE,ECE,
7708,"KOTHARI, D.P.",POWER SYSTEM OPTIMIZATION /,2001,ECE,ECE,
7702,"RAVINDHRNATH, B.",POWER SYSTEM PROTECTION AND SWITCHGEAR /,2007,ECE,ECE,
7314,"KIMBARK, EDWARD WILSON",POWER SYSTEM STABILITY - 1 /,2004,ECE,ECE,
7315,"KIMBARK, EDWARD WILSON",POWER SYSTEM STABILITY - 2 /,2004,ECE,ECE,
7674,"KUNDUR, PRABHA",POWER SYSTEM STABILITY AND CONTROL /,2013,ECE,ECE,
7791,"INDULKAR, C.S.",POWER SYSTEM TRANSIENTS /,2010,ECE,ECE,
7848,"HARKINS, THIL",POWERFUL CONVERSATIONS /,2006,ECE,ECE,
7033,"BURNSTEIN, ILENE",PRACATICAL SOFTWARE TESTING /,1992,ECE,ECE,
8129,"SCHNEIER, BRUCE",PRACTICAL CRYPTOGRAPHY /,2004,ECE,ECE,
7775,"HICKMAN, IAN",PRACTICAL RADIO FREQUENCY HANDBOOK /,2006,ECE,ECE,
7517,"BENNETT, CHRIS",PRACTICAL WAP /,2002,ECE,ECE,
7845,"TOLLE, ECKHART",PRACTICING THE POWER OF NOW /,1993,ECE,EEE,
7100,"CONNOR, PATRICK D.T.",PRATICAL RELIABILITY ENGINEERING /,2016,ECE,DECE,
7573,"GOPALAKRISHNAN, P.N.",PREPOSITION AND CONJUNCTION /,2003,ECE,EEE,
7684,"GAUTAM, A.K.",PRINCIPLES OF COMMUNICATION ENGINEERING /,2008,ECE,ECE,
8111,"CLEMENTS, ALAN",PRINCIPLES OF COMPUTER HARDWARE /,2001,ECE,ECE,
7099,"MEHTA, V.K.",PRINCIPLES OF ELECTRICAL ENGINEERING /,2016,ECE,DECE,
8227,"MEHTA, V.K.",PRINCIPLES OF ELECTRICAL ENGINEERING AND ELECTRONICS /,2006,ECE,ECE,
7731,"KASAP, S.O.",PRINCIPLES OF ELECTRONIC MATERIALS AND DEVICES /,2007,ECE,ECE,
7280,"DOSSAT ROY, J.",PRINCIPLES OF REFRIGERATION /,1999,ECE,ECE,
7697,"CHOSETT, HOWIE",PRINCIPLES OF ROBOT MOTION /,2005,ECE,ECE,
7645,"PAHLAVAN, KAVEH",PRINCIPLES OF WIRELESS NETWORKS /,1989,ECE,ECE,
7397,"BOSSHART, WALTER C.",PRINTED CIRCUIT BOARDS /,2000,ECE,EEE,
8091,"KHANDPUR, R.S.",PRINTED CIRCUIT BOARDS /,,ECE,ECE,
7978,"TICKOO, SHAM",PRO/ENGINEER WILDFIRE FOR ENGINEERS & DESIGNERS RELASE 2.0 /,2010,ECE,DECE,
6788,"BATHUL, SHAHNAZ",PROBABILITY AND STATISTICS /,2005,ECE,ECE,
7951,"ROSS, SHELDON M.",PROBABILITY AND STATISTICS FOR ENGINEERS AND SCIENTISTS /,2007,ECE,CSE,
7198,"BHISHMA RAO, G.S.S.",PROBABILITY THOERY AND STOCHASTIC PROCESSES /,2004,ECE,ECE,
7766,"DAWANDE, SRIKANTH D.",PROCESS DESIGN OF EQIPMENTS /,2013,ECE,ECE,
7983,"EVJAN, BILL",PROFESSIONAL ASP.NET 2.0 /,2016,ECE,DECE,
7039,"ALLAMARAJU, SUBRAHMANYAM",PROFESSIONAL JAVA SERVER PROGRAMMING J2EE 1.3 EDITION /,,ECE,ECE,
7600,"GOODALE, MALCOLM",PROFESSIONAL PRESENTATION /,2007,ECE,ECE,
7970,"HOLZNER, STEVEN",PROFESSIONAL VISUAL C++ 6 PROGRAMMING /,2016,ECE,DECE,
8134,"PREDKO, MYKE",PROGRAMMING AND CUSTOMIZING THE 8051 MICROCONTROLLER /,2005,ECE,ECE,
7908,"COHOON, JAMES P.",PROGRAMMING IN JAVA 5.0 /,2008,ECE,ECE,
7043,"CAVANESS, CHUCK",PROGRAMMING JAKARTA STRUCTURES,2009,ECE,ECE,
7146,"GOTTFRIED, BYRON S.",PROGRAMMING WITH C /,2000,ECE,ECE,
7512,NIIT,PROGRAMMING WITH C IN LINUX /,2007,ECE,ECE,
7154,"ASTRACHAN, OWEN L.",PROGRAMMING WITH C++ /,2001,ECE,ECE,
6759,"CHANDRA, PRASANNA",PROJECTS /,2005,ECE,ECE,
7564,"GOPALAKRISHNAN, P.N.",PROVERBS /,2001,ECE,EEE,
6777,"ANAND KUMAR, A.",PULSE AND DIGITAL CIRCUITS /,2007,ECE,CSE,
7226,"BAKSHI, U.A.",PULSE AND DIGITAL CIRCUITS /,2006,ECE,ECE,
7665,"PRAKASH RAO, MOTHIKI S.",PULSE AND DIGITAL CIRCUITS /,2003,ECE,ECE,
39478,"VENKATARAO,  K.",PULSE AND DIGITAL CIRCUITS /,2010,ECE,CSE,
6734,"MAHESH, Y.R.K.",PUZZLES INSIGHT /,2005,ECE,ECE,
7230,"EDDE, BYRON",RADAR /,2007,ECE,ECE,
7311,"PEEBLES, PEYTON.Z",RADAR PRINCIPLES /,2004,ECE,ECE,
7919,"MISHRA, DEVENDRA K.",RADIO FREQUENCY AND MICROWAVE COMMUNICATION CIRCUITS /,2007,ECE,ECE,
6996,"VENKATARAMAN, G.",RAMAN AND HIS EFFECT /,2007,ECE,ECE,
7837,"MOTWANI, RAJEEV",RANDOMIZED ALGORITHMS /,2000,ECE,EEE,
7527,"CHATTERJEE, DIPAK",REAL ANALYSIS /,2000,ECE,ECE,
8005,"LAPLANTE, PHILLIP A.",REAL TIME SYSTEMS DESIGN AND ANALYSIS /,2009,ECE,ECE,
7024,"NEGUS, CHRISTOPHER",RED HAT (REL.130) /,2001,ECE,ECE,
7431,BRITANNICA LEARNING LIBRARY,RELIGIONS AROUND THE WORLD /,2016,ECE,DECE,
7428,BRITANNICA LEARNING LIBRARY,REMARKABLE PEOPLE IN HISTORY /,2016,ECE,DECE,
8249,"ANDREWS, RICHARD",RESEARCH QUESTIONS /,1991,ECE,EEE,
8255,"JAMESON, JILL",RESEARCHING POST - COMPULSARY EDUCATION /,2002,ECE,EEE,
8258,"ROGERS, TIM",RESPONDING TO STRESS /,2007,ECE,EEE,
7668,"LUDWIG, REINHOLD",RF CIRCUIT DESIGN /,2003,ECE,ECE,
6810,"MCCOMB, GORDON",ROBOT BUILDERS BONANZA /,2002,ECE,ECE,
8110,"GHOSAL, ASHITAVA",ROBOTICS :,2001,ECE,ECE,
8034,"MITTAL, R.K.",ROBOTICS AND CONTROL /,2002,ECE,ECE,
8054,"DEB, S.R.",ROBOTICS TECHNOLOGY AND FLEXIBLE AUTOMATION /,2005,ECE,ECE,
7815,"ROGET, PETER MARK",ROGETS THESAURUS OF SYNONYMS AND ANTONYMS /,2004,ECE,MBA,
6939,"HALEY, ALEX",ROOTS /,2000,ECE,ECE,
7558,"DESAI, A.R.",RURAL SOCIOLOGY IN INDIA /,1996,ECE,ECE,
7979,"BOOK, BLACK",SAP R/3 /,2010,ECE,DECE,
8083,"MILLER, STEWART",SAP R/3 CERTIFICATION EXAM GUIDE /,2008,ECE,ECE,
7971,"REBSTOCK, MICHAEL",SAP R/3 MANAGEMENT /,2016,ECE,DECE,
7781,"MITRA, MONOJIT",SATELLITE COMMUNICATION /,2001,ECE,EEE,
42012,"PRITCHARD,  WILBUR L.",SATELLITE COMMUNICATION SYSTEMS ENGINEERING /,2018,ECE,DECE,
39726,"PRATT,  TIMOTHY",SATELLITE COMMUNICATIONS /,2017,ECE,DECE,
7734,"HSU, HWEI P.",SCHAUMS OUTLINE OF THEORY PROBLEMS OF SIGNALS AND SYSTEMS /,2004,ECE,ECE,
7437,BRITANNICA LEARNING LIBRARY,SCIENCE AND NATURE /,2004,ECE,ECE,
7683,"CARR, JOSEPH J.",SECRETS OF RF CIRCUIT DESIGN /,2012,ECE,ECE,
8069,"WHITE, GREGORY B.",SECURITY + CERTIFICATION /,2006,ECE,ECE,
6764,"CHRISTENSEN, CLAYTON M.",SEEING WHATS NEXT /,2016,ECE,DECE,
6924,VIVEKANANDA SWAMI,SELECTIONS FROM THE COMPLETE WORKS OF SWAMI VIVEKANANDA /,1995,ECE,ECE,
7747,"BATTACHARYA, PALLAB",SEMICONDUCTOR OPTOELECTRONIC DEVICES /,2006,ECE,ECE,
8095,"NEAMEN, DONALD A.",SEMICONDUCTOR PHYSICS AND DEVICES /,,ECE,ECE,
45677,GATE FORUM,SIGNALS  AND SYSTEMS-5 (ECE),2017,ECE,CSC,
7955,"CHEN, CHI-TSONG",SIGNALS AND SYSTEMS /,1997,ECE,CSE,
39451,"IYER,  NARAYANA S.",SIGNALS AND SYSTEMS /,2011,ECE,ECE,
7282,"PARTHASARATHY, HARISH",SIGNALS AND SYSTEMS /,2000,ECE,ECE,
39732,"PATIL,  R.D.",SIGNALS AND SYSTEMS /,2012,ECE,DCSE,
39708,"RAWAT,  TARUN KUMAR",SIGNALS AND SYSTEMS /,2018,ECE,DCSE,
7101,"SHARMA, SANJAY",SIGNALS AND SYSTEMS /,1999,ECE,DECE,
7157,"SUDHAKAR, A.",SIGNALS AND SYSTEMS /,2001,ECE,ECE,
7723,"LATHI, B.P.",SIGNALS SYSTEMS AND COMMUNICATION /,1999,ECE,ECE,
7247,"PHILLIPS, CHARLES L.",SIGNALS SYSTEMS AND TRANSFORMS /,2007,ECE,ECE,
6942,"BONO, EDWARD DE",SIMPLICITY /,1998,ECE,MBA,
7850,"GARG, AKANKSHA JAIN",SIMPLIFIED VOCABULARY FOR GRE/SAT /,2008,ECE,ECE,
6798,"PIRAMAL, GITA",SMART LEADERSHIP INSIGHT FOR CEOS /,2006,ECE,ECE,
6844,"AGGARWAL, K.K.",SOFTWARE EINGINEERING /,2006,ECE,ECE,
7602,"KAUR, SAMARJEET",SOFTWARE ENGINEERING /,1996,ECE,ECE,
7069,"SOMMERVILLE, IAN",SOFTWARE ENGINEERING /,2002,ECE,ECE,
8133,"RAMESH, GOPALASWAMY",SOFTWARE MAINTENANCE /,2005,ECE,ECE,
8060,"RAJANI, RENU",SOFTWARE TESTING /,2006,ECE,ECE,
7982,"HUTECHESON, MARNIE L.",SOFTWARE TESTING FUNDAMENTALS /,2016,ECE,DECE,
8123,"MADELUNG, OTFRIED",SOLID - STATE THEORY /,2004,ECE,ECE,
7669,"STREETMAN, BEN G.",SOLID STATE ELECTRONIC DEVICES /,2016,ECE,DECE,
7741,"BELL, DAVID A.",SOLID STATE PULSE CIRCUITS /,2009,ECE,EEE,
7212,"GANDHI, C.P.",SOLUTIONS TO ENGINEERING MATHEMATICS - 3 /,2006,ECE,ECE,
7217,"GANDHI, C.P.",SOLUTIONS TO ENGINEERING MATHEMATICS - 4 /,2006,ECE,ECE,
8265,"KNEELAND, STEVE",SOLVING PROBLEMS /,,ECE,EEE,
8082,"HERNANDEZ, JOSE A.",SPA R/3 HANDBOOK /,2007,ECE,ECE,
7544,"KRISHNAMURTHI, RAGHAV",SPELLING POWER BUILD A STRONG BASE /,2000,ECE,ECE,
7944,BLACK BOOK,SQL SERVER 2005 REPORTING SERVICE /,2005,ECE,CSE,
8075,"COFFMAN, GAYLE",SQL SERVER 7 :,2006,ECE,ECE,
7334,"MESSINGER, JIM",STARTING OUT WITH PROGRAMMING LOGIC AND DESIGN /,2005,ECE,ECE,
6801,"JALAN, BIMAL",STATES AND UNION TERRITORIES OF INDIA /,2002,ECE,ECE,
7219,"DUTTA, DEBASHIS",STATISTICS AND OPERATIONS RESEARCH /,2006,ECE,ECE,
7556,"SARAMA, K.V. S.",STATISTICS MADE SIMPLE /,2012,ECE,ECE,
7858,"OKSENDAL, BERNT",STOCHASTIC DIFFERENTIAL EQUATIONS /,2010,ECE,ECE,
7068,"MEDHI, J.",STOCHASTIC PROCESSES /,2001,ECE,ECE,
8396,DINKAR,STRATEGIC PLANNING IN INFORMATION TECHNOLOGY /,1999,ECE,EEE,
7041,"HUSTED, TED",STRUCTURES IN ACTION /,1998,ECE,ECE,
8389,"DENNY, RICHARD",SUCCEED FOR YOURSELF /,1981,ECE,MTECE_VLSI,
8263,"VERITY, JUDITH",SUCCEEDING AT INTERVIEWS /,2003,ECE,EEE,
6802,"MALONE, SAMUEL A.",SUCCESS SKILLS FOR MANAGERS /,2010,ECE,ECE,
6976,"NARAYANA SWAMY, K.R.",SUCCESS WITH GRAMMAR AND COMPOSITION /,1990,ECE,ECE,
7546,"HURD, STELLA",SUCCESS WITH LANGUAGES /,2003,ECE,CSE,
8380,"CORFIELD, REBECCA",SUCCSSFUL INTERVIEW SKILLS /,2004,ECE,EEE,
7422,"GODDMANS, LINDA",SUN SIGNS /,2016,ECE,DECE,
6940,"BONO, EDWARD DE",SUR/PETITION /,2001,ECE,ECE,
7679,"JAIN, R.P.",SWITCHING THEORY & LOGIC DESIGN /,2002,ECE,ECE,
39473,"ANAND KUMAR,  A.",SWITCHING THEORY AND LOGIC DESIGN /,2015,ECE,ECE,
7737,"MICHELI, GIOVANNI DE",SYNTHESIS AND OPTIMIZATION OF DIGITAL CIRCUITS /,1957,ECE,EEE,
7945,"ALEXANDER, JAN F.",SYSTEM REQUIREMENT AND DEVELOPMENT LIFE CYCLE /,2005,ECE,CSE,
8248,"TORGERSON, CAROLE",SYSTEMATIC REVIEWS /,2002,ECE,EEE,
8346,"SHELLY, GARY B.",SYSTEMS ANALYSIS AND DESIGN /,2002,ECE,EEE,
7670,"WHITTEN, JEFFREY L.",SYSTEMS ANALYSIS AND DESIGN METHODS /,2000,ECE,EEE,
7355,"GUPTA, S.C.",TB ON OPTICAL FIBER COMMUNICATION AND ITS APPLICATIONS /,2006,ECE,ECE,
7946,"BURNS, KEVIN",TCP/IP ANALYSIS AND TROUBLE SHOOTING TOOLKIT /,2006,ECE,CSE,
7599,"BARKER, IAN",TEACHERS AND TRAINERS /,2005,ECE,EEE,
8102,"SINGH,Y.K",TEACHING OF ENVIRONMENTAL SCIENCES /,1997,ECE,ECE,
7813,"ANDERSON, PAUL V.",TECHNICAL COMMUNICATION /,1991,ECE,ECE,
7515,"CHANDRA, RAMESH",TECHNOLOGICAL CHANGES IN LIBRARIES /,2007,ECE,ECE,
7427,BRITANNICA LEARNING LIBRARY,TECHNOLOGY AND INVENTIONS /,2016,ECE,DECE,
7667,"FLOOD, J.E.","TELECOMMUNICATIONS SWITCHING, TRAFIC AND NETWORKS / ",2004,ECE,MCA,
6992,"FORSYTH, PATRICK",TELEPHONE SKILLS /,2003,ECE,ECE,
7135,"KANETKAR, YASHAVANT P.",TEST YOUR C SKILLS /,1998,ECE,ECE,
7906,"KANER, CEM",TESTING COMPUTER SOFTWARE /,2007,ECE,ECE,
7948,"VENKATA REDDY, K.",TEXT BOOK OF ENGINEERING DRAWING /,2006,ECE,CSE,
6809,"THORPE, EDGAR",TEXT OF REASONING /,2000,ECE,ECE,
7551,"HARRIS, HERBERT",THE 12 UNIVERSAL LAWS OF SUCCESS /,2005,ECE,ECE,
6926,MELLENNIUM EDITION,THE 21st CENTURY WORLD ATLAS /,2000,ECE,ECE,
7317,"COVEY, STEPHEN R.",THE 7 HABITS OF HIGHLY EFFECTIVE TEENAGERS /,2004,ECE,ECE,
7424,"MCELROY, KEN",THE ABCS OF REAL ESTATE INVESTING /,2016,ECE,DECE,
7432,BRITANNICA LEARNING LIBRARY,THE ARTS /,2016,ECE,DECE,
6769,"KAPLAN, ROBERT S.",THE BALANCED SCORE CARD /,2005,ECE,ECE,
7312,"CARLAW, PEGGY",THE BIG BOOK OF CUSTOMER SEVICE TRAINING GAMES /,2004,ECE,ECE,
7018,"JONES, R.S.",THE C PROGRAMMERS COMPANION /,2008,ECE,ECE,
7032,"KERNIGHAN, BRIAN W.",THE C PROGRAMMING LANGUAGE /,1984,ECE,ECE,
7071,"MINASI, MARK",THE COMPLETE PC UPGRADE AND MAINTENANCE GUIDE /,,ECE,ECE,
7040,"SCHILDT, HERBERT",THE COMPLETE REFERENCE C++ /,2007,ECE,ECE,
6915,VIVEKANANDA SWAMI,THE COMPLETE WORKS OF SWAMI VIVEKANANDA /,2001,ECE,ECE,
6804,"LALA, R.M.",THE CREATION OF WEALTH /,1996,ECE,ECE,
7614,"DYCHE, JILL",THE CRM HANDBOOK /,2007,ECE,ECE,
7759,"LEE, THOMAS H.",THE DESIGN OF CMOS RADIO-FREQUENCY INTEGRATED CIRCUITS /,2001,ECE,ECE,
8126,"WILMSHURST, TIM",THE DESIGN OF SMALL SCALE EMBEDDED SYSTEMS /,2004,ECE,ECE,
7774,"MAXFIELD, CLIVE MAX",THE DESIGN WARRIOR'S GUIDE TO FPGAS /,1998,ECE,ECE,
7611,"ASHENDEN, PETER J.",THE DESIGNERS GUIDE TO VHDL /,2011,ECE,ECE,
6986,"FOWLER, ALAN",THE DISCIPLINARY INTERVIEWS /,2006,ECE,ECE,
7648,"WEISMAN, CARL J.",THE ESSENTIAL GUIDE TO RF AND WIRELESS /,2008,ECE,ECE,
8221,CHATTOPADHYAY,THE FUNDAMENTALS OF ELECTRIC CIRCUIT THEORY /,2006,ECE,ECE,
6799,"JALAN, BIMAL",THE FUTURE OF INDIA /,2006,ECE,ECE,
7593,"PALMER, RICHARD",THE GOOD GRAMMAR GUIDE /,2000,ECE,ECE,
6742,"SUMMERS, GEORGE J.",THE GREAT BOOK OF PUZLES & TEASERS /,2005,ECE,ECE,
7900,"ARBIB, MICHAEL A.",THE HANDBOOK OF BRAIN THEORY AND NEURAL NETWORKS /,1975,ECE,ECE,
7549,"BLANCHARD, KEN",THE HEART OF LEADER /,2008,ECE,ECE,
7209,"JOSEPH, BENNY",THE HINDU SPEAKS ON EDUCATION /,2005,ECE,ECE,
7208,"JOSEPH, BENNY",THE HINDU SPEAKS ON LIBRARIES /,2005,ECE,ECE,
7210,"JOSEPH, BENNY",THE HINDU SPEAKS ON RELIGIOUS VALUES /,2006,ECE,ECE,
7207,"JOSEPH, BENNY",THE HINDU SPEAKS ON SCIENTIFIC FACTS /,2005,ECE,ECE,
6763,"BECKER, BRAIN E.",THE HR SCORE CARD /,2005,ECE,ECE,
7265,"FREUD, SIGMUND",THE INTERPRETATION OF DREAMS /,2013,ECE,ECE,
6904,"BAMBARA, JOSEPH J",THE J2EE UNLEASHED /,1999,ECE,ECE,
6938,"FISCHER, LOUIS",THE LIFE OF MAHATMA GANDHI /,2008,ECE,ECE,
6927,BY HIS EASTERN AND WESTERN DISCIPLES,THE LIFE OF SWAMI VIVEKANANDA /,2010,ECE,ECE,
6733,"LONGE, BOB",THE MAGICAL MATH BOOK /,2008,ECE,ECE,
7969,"AXELSON, JAN",THE MICROCONTROLLER IDEA BOOK :,2016,ECE,DECE,
6933,"HAILEY, ARTHUR",THE MONEY CHANGERS /,2001,ECE,ECE,
6767,"GORDMAN, ROBERT",THE MUST HAVE CUSTOMER /,2007,ECE,ECE,
7477,ENCYCLOPEDIA,THE NEW BOOK OF KNOWLEDGE /,2008,ECE,ECE,
7498,HOME AND SCHOOL READING AND STUDY GUIDES,THE NEW BOOK OF KNOWLEDGE /,2009,ECE,ECE,
7501,"AMBLER, SCOTT W.",THE OBJECT PRIMER /,2010,ECE,MTECE_VLSI,
7064,JAI KRISHNA,THE ORACLE J2EE COMPANION /,2006,ECE,ECE,
6797,"HOWARD, DAVID",THE PENGUIN DICTIONARY OF ELECTRONICS /,2001,ECE,ECE,
